order_id,first_name,last_name,email,order_date,order_total,country,product_category
380128,John,Moore,john.moore576@example.com,2025-09-11,290.54,United States,Books
716168,Susan,Smith,susan.smith205@example.com,2023-01-17,486.14,United States,Books
489800,Margaret,Smith,margaret.smith866@example.com,2025-12-31,414.18,United States,Beauty
755354,Patricia,Brown,patricia.brown762@example.com,2024-01-11,87.89,Germany,Books
139598,William,Martin,william.martin971@example.com,2025-05-09,332.61,Canada,Clothing
329580,Mary,Martin,mary.martin843@example.com,2022-12-05,456.02,United States,Sports
469753,Thomas,Smith,thomas.smith251@example.com,2022-03-02,225.68,Australia,Electronics
942264,Daniel,Rodriguez,daniel.rodriguez825@example.com,2022-05-04,404.11,Australia,Clothing
271287,Mary,Brown,mary.brown150@example.com,2025-07-10,308.54,United States,Beauty
442211,James,Smith,james.smith300@example.com,2022-09-20,108.23,Australia,Beauty
246833,John,Harris,john.harris710@example.com,2024-02-27,467.31,United States,Electronics
415575,Kimberly,Ramirez,kimberly.ramirez128@example.com,2025-11-20,25.94,United States,Electronics
463426,Karen,Taylor,karen.taylor295@example.com,2025-12-22,229.66,France,Home
565006,Ashley,Martin,ashley.martin458@example.com,2023-02-23,297.59,United Kingdom,Books
257664,Sarah,Clark,sarah.clark734@example.com,2023-11-06,322.66,United States,Beauty
970178,Michael,Lopez,michael.lopez879@example.com,2022-06-23,272.53,Canada,Books
296916,Steven,Ramirez,steven.ramirez142@example.com,2024-06-13,466.58,Germany,Beauty
472282,Michael,Taylor,michael.taylor352@example.com,2023-01-14,436.7,United States,Sports
818862,Anthony,Harris,anthony.harris541@example.com,2024-12-13,334.08,United States,Home
720493,John,Davis,john.davis55@example.com,2024-11-17,70.73,Canada,Books
993797,Michelle,Hernandez,michelle.hernandez866@example.com,2023-09-14,138.28,Canada,Sports
208332,Nancy,Smith,nancy.smith845@example.com,2025-12-22,383.48,Canada,Home
713630,Linda,Lewis,linda.lewis731@example.com,2023-10-29,371.18,Canada,Clothing
786195,Thomas,Martinez,thomas.martinez417@example.com,2025-12-28,152.34,United States,Home
128062,Mark,Robinson,mark.robinson872@example.com,2024-04-25,301.87,United States,Home
730544,Susan,Lopez,susan.lopez882@example.com,2023-11-13,259.07,United States,Electronics
632455,William,Perez,william.perez157@example.com,2024-07-03,224.93,United States,Sports
904927,Mark,Lee,mark.lee509@example.com,2024-10-06,143.04,United Kingdom,Clothing
487907,Charles,Lewis,charles.lewis726@example.com,2022-08-29,71.83,Canada,Clothing
992889,Charles,White,charles.white601@example.com,2023-05-24,246.44,Canada,Electronics
117853,Ashley,Johnson,ashley.johnson728@example.com,2023-08-07,438.34,France,Beauty
398014,Emily,Clark,emily.clark318@example.com,2025-03-11,347.11,Canada,Home
854584,Michael,Wilson,michael.wilson437@example.com,2022-09-29,106.76,United Kingdom,Sports
791002,Ashley,Brown,ashley.brown158@example.com,2023-11-07,188.37,United States,Electronics
276953,Mark,Wilson,mark.wilson458@example.com,2023-06-24,315.79,Germany,Sports
415753,Linda,Sanchez,linda.sanchez159@example.com,2022-11-10,250.5,Australia,Sports
477955,Richard,Sanchez,richard.sanchez65@example.com,2023-08-03,410.35,France,Books
758102,Richard,Rodriguez,richard.rodriguez106@example.com,2024-10-13,454.14,United Kingdom,Electronics
158596,Nancy,Martinez,nancy.martinez984@example.com,2024-01-17,174.83,United States,Home
470348,Daniel,Martin,daniel.martin987@example.com,2023-11-20,444.99,United States,Sports
940349,Barbara,Brown,barbara.brown435@example.com,2025-02-17,478.59,Australia,Clothing
491131,Donald,Thompson,donald.thompson994@example.com,2024-04-29,213.23,United States,Beauty
473420,James,Martinez,james.martinez823@example.com,2025-04-03,54.91,Canada,Books
153283,Charles,Miller,charles.miller82@example.com,2024-08-28,53.51,France,Books
594455,Emily,Hernandez,emily.hernandez785@example.com,2022-11-21,55.81,Australia,Sports
711394,Joseph,Davis,joseph.davis401@example.com,2025-02-12,198.02,United States,Beauty
814761,Jessica,Ramirez,jessica.ramirez71@example.com,2025-09-30,343.19,United States,Beauty
642798,Steven,Moore,steven.moore359@example.com,2025-08-16,342.82,France,Electronics
486456,Lisa,Sanchez,lisa.sanchez781@example.com,2025-02-04,106.48,United States,Electronics
487369,Susan,Garcia,susan.garcia45@example.com,2022-11-28,208.89,United States,Beauty
842562,Richard,Perez,richard.perez695@example.com,2023-05-02,356.73,France,Sports
354797,Ashley,Jackson,ashley.jackson44@example.com,2023-01-14,455.73,Australia,Clothing
669736,Emily,Lee,emily.lee459@example.com,2024-11-28,93.08,Australia,Electronics
686780,Paul,Martin,paul.martin217@example.com,2024-12-17,155.61,France,Sports
644979,Michael,Harris,michael.harris775@example.com,2024-04-24,388.73,Canada,Clothing
884052,Sarah,Lewis,sarah.lewis864@example.com,2022-10-04,372.18,United Kingdom,Home
637398,Jennifer,Garcia,jennifer.garcia302@example.com,2023-01-17,374,Canada,Home
604086,Sarah,Jones,sarah.jones746@example.com,2024-04-25,160.41,Germany,Home
585595,Emily,Miller,emily.miller785@example.com,2025-11-02,384.84,Germany,Beauty
960284,Margaret,Wilson,margaret.wilson246@example.com,2024-06-24,301,Australia,Beauty
197438,Emily,Thomas,emily.thomas455@example.com,2023-09-12,143.59,United Kingdom,Home
507026,Kimberly,Anderson,kimberly.anderson680@example.com,2022-06-30,159.92,France,Sports
955058,Michelle,Miller,michelle.miller813@example.com,2025-03-11,312.14,United States,Electronics
949738,Christopher,Hernandez,christopher.hernandez828@example.com,2024-06-14,207.65,Australia,Clothing
744926,Sarah,Smith,sarah.smith965@example.com,2022-11-09,317.04,Germany,Beauty
895873,James,Ramirez,james.ramirez569@example.com,2025-03-03,404.55,United States,Beauty
507477,Matthew,Wilson,matthew.wilson684@example.com,2024-11-29,41.3,France,Books
663897,Barbara,Clark,barbara.clark143@example.com,2025-03-26,392.94,United States,Books
909617,William,Rodriguez,william.rodriguez393@example.com,2025-02-21,250.42,United States,Electronics
337561,Sandra,Miller,sandra.miller236@example.com,2024-09-22,356.43,Germany,Electronics
505595,Robert,Miller,robert.miller528@example.com,2024-04-27,251.05,United States,Beauty
442655,Ashley,Taylor,ashley.taylor251@example.com,2022-04-16,464.84,Germany,Home
712495,Matthew,Perez,matthew.perez820@example.com,2023-10-29,341.13,Canada,Sports
783384,Lisa,Clark,lisa.clark821@example.com,2024-07-31,256.18,United Kingdom,Electronics
156740,Daniel,Hernandez,daniel.hernandez69@example.com,2022-09-27,459.12,United Kingdom,Sports
783313,Margaret,Rodriguez,margaret.rodriguez655@example.com,2023-06-08,470.91,United States,Sports
335081,David,Anderson,david.anderson38@example.com,2024-01-23,211.43,United States,Sports
472382,Richard,Lewis,richard.lewis258@example.com,2023-06-03,97.01,United States,Clothing
192044,Steven,Wilson,steven.wilson454@example.com,2023-05-28,233.4,United States,Home
243956,Patricia,Davis,patricia.davis334@example.com,2022-06-19,319.47,United States,Beauty
464486,Mary,Sanchez,mary.sanchez349@example.com,2024-04-17,193.29,United States,Clothing
431977,Emily,Hernandez,emily.hernandez51@example.com,2025-01-17,52.92,United States,Clothing
294646,Barbara,Thompson,barbara.thompson577@example.com,2024-10-22,435.34,Canada,Sports
530709,Susan,Garcia,susan.garcia875@example.com,2024-09-30,339.09,Australia,Electronics
917276,Sarah,Jones,sarah.jones213@example.com,2023-02-23,278.5,United States,Electronics
880124,Steven,Martin,steven.martin994@example.com,2022-06-08,370.97,Canada,Electronics
481294,Elizabeth,Jones,elizabeth.jones618@example.com,2022-06-16,269.08,United States,Books
916323,Charles,Jackson,charles.jackson852@example.com,2024-04-12,187.31,United Kingdom,Home
988400,William,Thomas,william.thomas20@example.com,2025-12-11,98.29,United Kingdom,Sports
200330,Linda,Sanchez,linda.sanchez297@example.com,2023-03-18,165.1,France,Clothing
146920,Karen,Ramirez,karen.ramirez7@example.com,2025-07-09,247.15,Australia,Books
854497,Lisa,Brown,lisa.brown227@example.com,2022-03-24,219.77,United States,Clothing
246731,Michael,Gonzalez,michael.gonzalez563@example.com,2025-04-18,233.33,United States,Clothing
963089,Sandra,Brown,sandra.brown290@example.com,2024-07-04,127.21,Germany,Electronics
397185,Jessica,Williams,jessica.williams625@example.com,2022-09-16,227.3,United States,Electronics
288340,Anthony,Wilson,anthony.wilson422@example.com,2023-12-21,205.09,United States,Clothing
311022,Betty,Williams,betty.williams927@example.com,2024-04-27,484.33,United States,Electronics
538849,Elizabeth,Rodriguez,elizabeth.rodriguez465@example.com,2023-10-30,172.56,United States,Sports
245590,Patricia,Perez,patricia.perez248@example.com,2024-04-09,318.24,Canada,Electronics
250967,Sandra,White,sandra.white322@example.com,2022-08-19,13.78,France,Home
884677,Margaret,Moore,margaret.moore500@example.com,2022-03-27,218.87,United States,Sports
179707,Robert,Garcia,robert.garcia86@example.com,2025-11-30,266.05,Germany,Sports
821583,Joshua,Miller,joshua.miller830@example.com,2023-01-05,486.2,United States,Clothing
702249,Joseph,Harris,joseph.harris713@example.com,2023-04-19,18.18,Germany,Home
655457,Charles,White,charles.white597@example.com,2025-12-06,166.64,United States,Sports
446918,Donald,Clark,donald.clark58@example.com,2024-06-24,295.02,United States,Electronics
840571,Kimberly,Davis,kimberly.davis33@example.com,2022-10-30,142.99,United States,Home
532291,Kimberly,Sanchez,kimberly.sanchez343@example.com,2025-07-10,465.14,United States,Electronics
701397,Mary,Jones,mary.jones739@example.com,2022-03-12,159.25,Germany,Books
167940,Christopher,Thompson,christopher.thompson313@example.com,2025-01-19,257.17,Germany,Electronics
152327,Joshua,Davis,joshua.davis195@example.com,2023-08-06,201.76,United States,Clothing
335164,Anthony,Miller,anthony.miller783@example.com,2023-05-03,13.19,Canada,Home
833901,Karen,Miller,karen.miller477@example.com,2025-12-05,436.55,United States,Beauty
395497,Linda,Gonzalez,linda.gonzalez790@example.com,2023-06-24,124.31,France,Electronics
770865,Elizabeth,Brown,elizabeth.brown806@example.com,2024-08-05,15.25,France,Home
562250,Patricia,Brown,patricia.brown839@example.com,2023-01-12,177.09,Australia,Beauty
277856,Emily,Lewis,emily.lewis697@example.com,2023-04-04,432.68,France,Books
959576,Andrew,White,andrew.white482@example.com,2022-07-09,230.05,Germany,Beauty
492284,Matthew,Taylor,matthew.taylor112@example.com,2024-07-18,195.51,Canada,Electronics
471831,Joshua,Brown,joshua.brown506@example.com,2023-04-30,484.26,Germany,Clothing
132009,Robert,Johnson,robert.johnson703@example.com,2023-12-12,363.34,France,Beauty
188040,Matthew,Martin,matthew.martin788@example.com,2025-01-27,102.71,Australia,Electronics
611837,Donna,Miller,donna.miller911@example.com,2024-02-09,150.89,Canada,Beauty
731408,Thomas,White,thomas.white308@example.com,2022-03-30,199,Australia,Books
410394,Daniel,Clark,daniel.clark153@example.com,2023-11-16,289.76,France,Home
589773,Mary,Perez,mary.perez510@example.com,2024-02-22,433.85,United States,Home
510997,Barbara,Ramirez,barbara.ramirez13@example.com,2024-08-18,273.61,Australia,Sports
254355,Barbara,Anderson,barbara.anderson114@example.com,2025-04-04,334.2,United States,Electronics
897008,William,Robinson,william.robinson851@example.com,2025-07-17,332.25,Germany,Electronics
227172,Emily,Wilson,emily.wilson525@example.com,2022-02-10,372.36,United States,Beauty
926222,Joseph,Wilson,joseph.wilson859@example.com,2022-01-07,297.94,United States,Home
985330,Andrew,Smith,andrew.smith835@example.com,2025-02-12,42.95,Canada,Electronics
305840,William,Thomas,william.thomas707@example.com,2024-04-11,336.72,United Kingdom,Home
